baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,names
843.760882,1.043575696,0.194525826,5.364715403,8.11E-08,1.76E-06,XM_003558647.4
480.1323369,-1.614206319,0.352999571,-4.572827993,4.81E-06,6.50E-05,XM_003558658.4
379.7233738,-2.439417361,0.259055161,-9.416594349,4.66E-21,1.04E-18,XM_003558661.4
91.09216599,-5.421237713,0.541466535,-10.01213807,1.35E-23,4.14E-21,XM_003558663.4
136.3862339,1.32342679,0.310222176,4.266061198,1.99E-05,0.000225063,XM_003558682.4
28.82431206,-3.038668693,0.821609493,-3.698434256,0.000216934,0.00180531,XM_003558692.4
143.1371873,-3.064544349,0.492276506,-6.225250061,4.81E-10,1.72E-08,XM_003558695.4
193.0901027,-1.226446646,0.204170866,-6.006962072,1.89E-09,5.98E-08,XM_003558704.4
127.6998286,-3.186758109,0.495245899,-6.434698634,1.24E-10,4.99E-09,XM_003558712.4
1355.168114,-1.910414861,0.309179606,-6.178980834,6.45E-10,2.25E-08,XM_003558717.3
1194.333309,1.12140279,0.310859221,3.607429714,0.000309245,0.002447048,XM_003558727.4
6.822331639,-4.699656961,1.0982982,-4.279035475,1.88E-05,0.000214327,XM_003558733.4
248.9154945,3.640108017,0.706137119,5.154959171,2.54E-07,4.86E-06,XM_003558735.4
36.48287453,1.392135706,0.386900711,3.598173035,0.00032046,0.002520514,XM_003558749.4
233.713695,-1.324815531,0.245029736,-5.4067541,6.42E-08,1.44E-06,XM_003558753.4
10340.0112,-2.452014758,0.280845329,-8.730836888,2.53E-18,3.70E-16,XM_003558767.4
57.5116113,1.206844475,0.310362508,3.888499557,0.000100866,0.000933565,XM_003558776.4
75.15895732,-1.919490288,0.411235889,-4.66761374,3.05E-06,4.34E-05,XM_003558779.4
104.1905184,1.001757728,0.181545825,5.517933168,3.43E-08,8.26E-07,XM_003558821.4
246.1822062,-2.878887667,0.322644922,-8.922773827,4.55E-19,7.68E-17,XM_003558824.4
102.0731341,-4.449189507,0.621034825,-7.164154612,7.83E-13,5.01E-11,XM_003558825.4
51.04855365,-5.582314832,0.641872084,-8.696927274,3.41E-18,4.89E-16,XM_003558826.4
440.8521617,-2.652841757,0.522502492,-5.077184889,3.83E-07,7.03E-06,XM_003558828.4
977.5415419,1.360219305,0.319882288,4.25224951,2.12E-05,0.000237204,XM_003558844.2
126.1481764,1.085592958,0.318078484,3.41297199,0.000642585,0.004578265,XM_003558854.4
2729.907638,1.081663036,0.250352299,4.32056362,1.56E-05,0.000181561,XM_003558855.3
27.73158047,-3.406178969,0.689273264,-4.941696051,7.74E-07,1.31E-05,XM_003558865.4
224.5558687,1.361320858,0.302664677,4.497785713,6.87E-06,8.82E-05,XM_003558873.4
226.1073754,-1.880564632,0.30224206,-6.222048094,4.91E-10,1.75E-08,XM_003558888.4
221.1557387,1.08811718,0.246699368,4.410701129,1.03E-05,0.000126079,XM_003558895.4
40.03446457,1.109543269,0.321797229,3.447957812,0.000564842,0.004095414,XM_003558897.4
52.58840035,-1.349334652,0.407321576,-3.312701147,0.000923997,0.00622412,XM_003558906.4
291.7742217,1.240975794,0.257947892,4.810955354,1.50E-06,2.32E-05,XM_003558918.4
172.0042978,-4.118857131,0.666938516,-6.175767375,6.58E-10,2.29E-08,XM_003558947.4
202.7224155,1.11331011,0.153800077,7.238683706,4.53E-13,3.00E-11,XM_003558952.3
2967.209635,-1.48804117,0.347592699,-4.280990873,1.86E-05,0.000212718,XM_003558967.4
1564.158456,-1.589430567,0.613717225,-2.589841873,0.009602003,0.04337039,XM_003558978.4
5981.132961,-1.590674689,0.387668774,-4.103179815,4.08E-05,0.000422899,XM_003558979.4
554.0706819,-3.987602171,0.704019007,-5.664054707,1.48E-08,3.88E-07,XM_003558982.4
8.989872038,-2.966241149,0.734168801,-4.040271317,5.34E-05,0.000535551,XM_003558985.4
33.56633114,-4.065074862,0.779050658,-5.217985275,1.81E-07,3.61E-06,XM_003558997.4
127.7954019,-2.026355925,0.499342211,-4.058050535,4.95E-05,0.000502122,XM_003559013.4
217.3702676,2.157988836,0.36849568,5.856212032,4.74E-09,1.40E-07,XM_003559027.4
40.94261567,3.386249848,0.490497213,6.903708643,5.07E-12,2.74E-10,XM_003559046.4
188.5490208,3.626184157,0.991905938,3.655774221,0.000256407,0.002085375,XM_003559050.4
38.32151333,-2.464204832,0.426554338,-5.777000993,7.60E-09,2.14E-07,XM_003559068.4
122.307092,-2.014865913,0.388112142,-5.191452915,2.09E-07,4.11E-06,XM_003559072.4
784.7565203,1.040524357,0.224522016,4.634397889,3.58E-06,5.00E-05,XM_003559086.4
9.136455884,2.111554399,0.796121857,2.652300499,0.007994536,0.037447171,XM_003559089.4
97.70633298,1.109970529,0.260320848,4.263855689,2.01E-05,0.000227016,XM_003559117.4
75.19804668,-2.46405072,0.759987042,-3.242227282,0.001185994,0.007695698,XM_003559136.4
40.24140443,1.077685577,0.413906842,2.603691138,0.009222583,0.042028709,XM_003559158.4
103.2327467,-1.003795967,0.21441977,-4.681452497,2.85E-06,4.09E-05,XM_003559162.4
459.9427783,-1.042501176,0.306016806,-3.406679486,0.000657583,0.004672367,XM_003559193.4
35.15230977,2.787341673,0.453752479,6.142868201,8.10E-10,2.78E-08,XM_003559196.4
10092.42062,-1.201289826,0.247781112,-4.848189668,1.25E-06,1.98E-05,XM_003559200.4
127.6330324,-1.551845177,0.309655436,-5.011522471,5.40E-07,9.49E-06,XM_003559203.4
131.2312147,1.367215537,0.321426208,4.253590731,2.10E-05,0.000236149,XM_003559295.4
61.49927324,-1.635044932,0.38847697,-4.208859359,2.57E-05,0.000281375,XM_003559297.4
760.2219683,-1.064018898,0.406909661,-2.614877456,0.008925947,0.040954479,XM_003559301.4
9.947181456,-2.30553441,0.66333661,-3.475662844,0.000509593,0.003740833,XM_003559308.4
113.7564604,2.929783405,0.542991552,5.395633498,6.83E-08,1.52E-06,XM_003559325.4
73.08980837,1.033753263,0.380164548,2.719225843,0.006543491,0.031803804,XM_003559326.3
2099.975456,-1.53168794,0.236704903,-6.470875425,9.74E-11,4.05E-09,XM_003559328.4
146.1221974,-1.513016637,0.310378213,-4.874751422,1.09E-06,1.77E-05,XM_003559344.4
67.87442493,-1.938304967,0.730902751,-2.651932784,0.008003247,0.037478371,XM_003559366.3
39.91261536,2.996186195,0.70821837,4.230596553,2.33E-05,0.000258773,XM_003559370.4
2.312504408,-5.10625569,1.500195569,-3.403726685,0.000664732,0.004712858,XM_003559371.4
